Column 2,Column 9,Column 10,Column 11,Column 12,Column 47
Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,
CHEMBL3104583,O=C(c1cc(Br)n[nH]1)N(Cc1cccc2[nH]ncc12)CC1CCC1,AC50,'=',3130.0,
CHEMBL3104582,O=C(c1cc(Br)n[nH]1)N(Cc1cccc2[nH]c(=O)sc12)CC1CCC1,AC50,'=',3050.0,
CHEMBL3104578,N#Cc1ccc(CN(CC2CCC2)C(=O)c2cc(Br)c[nH]2)cc1,AC50,,,
CHEMBL3104577,Nc1ccc(CN(CC2CCC2)C(=O)c2cc(Br)c[nH]2)cc1,AC50,,,
CHEMBL3104561,CCCN(Cc1ccccc1)C(=O)c1cc(Br)c[nH]1,AC50,'=',6000.0,
CHEMBL3104588,O=C(c1cc(C(F)(F)F)n[nH]1)N(Cc1cccc2[nH]ccc12)CC1CCC1,AC50,'=',213.0,
CHEMBL3104587,O=C(c1cc(C(F)(F)F)n[nH]1)N(Cc1ccc(O)cc1F)CC1CCC1,AC50,'=',11.0,
CHEMBL3104580,O=C(c1cc(Br)n[nH]1)N(Cc1ccc(O)cc1F)CC1CCC1,AC50,'=',34.0,
CHEMBL3104576,COc1ccc(CN(CC2CCC2)C(=O)c2cc(Br)c[nH]2)cc1,AC50,,,
CHEMBL3104579,O=C(c1cc(Br)c[nH]1)N(Cc1ccc(O)cc1F)CC1CCC1,AC50,'=',750.0,
CHEMBL3104564,CCCCCN(Cc1ccccc1)C(=O)c1cc(Br)c[nH]1,AC50,'=',4450.0,
CHEMBL2386916,O=c1cc(Cn2cnc3ccccc32)nc2ccccn12,AC50,'=',340.0,
CHEMBL3104568,O=C(c1cc(Br)c[nH]1)N(Cc1ccccc1)CC1CCCCC1,AC50,,,
CHEMBL3104573,O=C(c1cc(Br)c[nH]1)N(Cc1cccc(F)c1)CC1CCC1,AC50,'=',3850.0,
CHEMBL2386928,CCc1nn2c(=O)cc(Cn3cnc4ccccc43)nc2s1,AC50,'=',4760.0,
CHEMBL2386920,CCc1ccc(C)n2c(=O)cc(Cn3cnc4ccccc43)nc12,AC50,'=',120.0,
CHEMBL3104570,O=C(c1cc(Br)c[nH]1)N(Cc1cccc(O)c1)CC1CCC1,AC50,'=',3030.0,
CHEMBL4165615,COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc(C2(O)CSC(=S)N2Cc2cccnc2)cc1,AC50,'>',20000.0,
CHEMBL4167112,O=S(=O)(Nc1ccc(C2(O)CSC(=S)N2Cc2cccnc2)cc1)c1ccccc1F,AC50,'>',20000.0,
CHEMBL4070458,Cn1cc(C(=O)c2cccc(Cl)c2Cl)cc1C(=O)NCCNC(=O)c1cc(C(=O)c2cccc(Cl)c2Cl)cn1C,AC50,'=',14.0,
CHEMBL4170089,Cc1cc(C)c(S(=O)(=O)Nc2ccc(C3(O)CSC(=S)N3Cc3cccnc3)cc2)c(C)c1,AC50,'>',20000.0,
CHEMBL4176908,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1ccc(C2(O)CSC(=S)N2Cc2cccnc2)cc1,AC50,'>',20000.0,
CHEMBL4172415,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(C3(O)CSC(=S)N3Cc3cccnc3)cc2)cc1,AC50,'>',20000.0,
CHEMBL4174993,O=S(=O)(Nc1ccc(C2(O)CSC(=S)N2Cc2cccnc2)cc1)c1cccc(F)c1,AC50,'>',20000.0,
CHEMBL4171267,O=S(=O)(Nc1ccc(C2(O)CSC(=S)N2Cc2cnccn2)cc1)c1ccc2c(c1)OCCO2,AC50,'=',2150.0,
CHEMBL2386924,O=c1cc(Cn2cnc3ccccc32)nc2scc(-c3ccccc3)n12,AC50,'=',1030.0,
CHEMBL4584547,Cn1cc(C(=O)CCSC(=S)NCc2cccnc2)c2cccnc21,AC50,'=',4350.0,
CHEMBL4572924,O=C(CCSC(=S)NCc1cccnc1)c1cn(C2CC2)c2ncccc12,AC50,'=',4560.0,
CHEMBL4556719,O=C(CCSC(=S)NCc1cccnc1)c1c[nH]c2ncc(-c3ccc(Cl)cc3)cc12,AC50,'>',20000.0,
CHEMBL4171051,O=S(=O)(Nc1ccc(C2(O)CSC(=S)N2Cc2cnc3ccccc3c2)cc1)c1ccc2c(c1)OCCO2,AC50,'=',1750.0,
CHEMBL4163831,O=S(=O)(Nc1ccc(C2(O)CSC(=S)N2Cc2ccc3nccn3c2)cc1)c1ccc2c(c1)OCCO2,AC50,'=',7070.0,
CHEMBL1090777,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,AC50,'=',150.0,
CHEMBL4092292,Cn1cc(C(=O)c2cccc(Cl)c2Cl)cc1C(N)=O,AC50,'>',100000.0,
CHEMBL4169046,COc1ccc(S(=O)(=O)Nc2ccc(C3(O)CSC(=S)N3Cc3cccnc3)cc2)cc1,AC50,'=',4690.0,
CHEMBL4164912,O=C1CCc2cc(S(=O)(=O)Nc3ccc(C4(O)CSC(=S)N4Cc4cccnc4)cc3)ccc2N1,AC50,'=',740.0,
CHEMBL4174868,O=S(=O)(Nc1ccc(C2(O)CSC(=S)N2Cc2cccnc2)cc1)c1ccccc1N1CCOCC1,AC50,'>',20000.0,
